,매출액(억원),영업이익(억원),당기순이익(억원),영업이익률(%),순이익률(%),ROE(%),부채비율(%),당좌비율(%),유보율(%),EPS(원),PER(배),BPS(원),PBR(배),주당배당금(원),시가배당율(%),배당성향(%),회사명
2020.12,3924.0,224.0,347.0,5.7,8.83,7.59,26.57,261.81,4021.84,1526.0,9.18,21514.0,0.65,500.0,3.57,31.28,삼영무역
2021.12,4670.0,240.0,449.0,5.13,9.62,10.12,24.7,253.44,4364.49,2184.0,6.62,23697.0,0.61,550.0,3.81,24.04,삼영무역
2022.12(E),,,,,,,,,,,,,,,,,삼영무역
2019.12,38894,583,-167,1.50,-0.43,-4.61,217.23,71.70,81.11,-207,-10.72,4353,0.51,-,-,-,GS글로벌
2020.12,28150,323,-821,1.15,-2.92,-24.91,219.99,80.99,45.17,-974,-1.99,3466,0.56,-,-,-,GS글로벌
2021.12,38490,388,220,1.01,0.57,7.56,321.20,74.40,56.82,283,8.39,4013,0.59,,,-,GS글로벌
2022.12(E),,,,,,,,,,,,,,,,,GS글로벌
2019.12,1706.0,234.0,278.0,13.71,16.29,6.6,59.76,66.42,10280.96,33063.0,7.15,520430.0,0.45,1100.0,0.47,3.34,BYC
2020.12,1619.0,229.0,183.0,14.17,11.3,4.12,50.03,67.39,10704.33,21775.0,13.16,542403.0,0.53,1100.0,0.38,5.08,BYC
2021.12,1644.0,267.0,299.0,16.24,18.15,6.39,42.05,78.35,11380.61,35546.0,12.67,577324.0,0.78,1500.0,0.33,4.23,BYC
2022.12(E),,,,,,,,,,,,,,,,,BYC
2019.12,15424.0,1584.0,943.0,10.27,6.12,6.36,97.43,143.99,11552.69,21956.0,4.71,408610.0,0.25,1750.0,1.69,6.92,아세아
2020.12,15271.0,1470.0,829.0,9.62,5.43,5.3,89.02,132.41,11900.93,19180.0,4.72,437388.0,0.21,2000.0,2.21,8.8,아세아
2021.12,18465.0,2289.0,2012.0,12.39,10.9,12.23,81.52,111.87,12739.52,47939.0,2.67,491013.0,0.26,3000.0,2.34,5.28,아세아
2022.12(E),,,,,,,,,,,,,,,,,아세아
2019.12,3248,116,145,3.56,4.46,8.33,65.01,141.78,229.91,131,24.65,1621,1.99,-,-,-,남선알미늄
2020.12,2685,-15,105,-0.56,3.92,5.72,55.72,139.05,249.09,95,49.22,1716,2.74,-,-,-,남선알미늄
2021.12,2303.0,-69.0,417.0,-3.0,18.1,19.6,50.57,115.33,328.55,377.0,6.59,2135.0,1.16,,,,남선알미늄
2022.12(E),,,,,,,,,,,,,,,,,남선알미늄
2019.12,5391.0,-201.0,-23.0,-3.73,-0.42,-0.05,24.2,116.1,732.5,-2.0,-882.76,4063.0,0.35,40.0,2.79,-2094.47,동양
2020.12,6029.0,-76.0,-289.0,-1.25,-4.79,-2.92,27.86,111.98,707.7,-98.0,-12.14,3957.0,0.3,40.0,3.36,-34.16,동양
2021.12,6996.0,76.0,112.0,1.09,1.61,2.04,28.48,120.23,716.54,68.0,21.69,4010.0,0.37,40.0,2.73,49.55,동양
2022.12(E),,,,,,,,,,,,,,,,,동양
2019.12,20263.0,1009.0,-401.0,4.98,-1.98,-4.65,290.48,37.88,920.51,-903.0,-14.62,19950.0,0.66,350.0,2.65,-35.86,하이트진로홀딩스
2020.12,22470.0,2105.0,1077.0,9.37,4.79,13.88,268.26,39.55,969.99,2722.0,5.53,22573.0,0.67,400.0,2.66,13.59,하이트진로홀딩스
2021.12,21920.0,1884.0,674.0,8.6,3.07,6.48,289.59,47.85,990.16,1378.0,8.86,23538.0,0.52,450.0,3.69,30.19,하이트진로홀딩스
2022.12(E),,,,,,,,,,,,,,,,,하이트진로홀딩스
2019.12,7657.0,484.0,431.0,6.33,5.62,9.18,11.52,315.69,1864.22,8606.0,6.46,99402.0,0.56,2500.0,4.5,28.54,KPX케미칼
2020.12,7467.0,641.0,644.0,8.59,8.63,12.7,19.37,218.6,2077.28,13074.0,4.2,110098.0,0.5,2750.0,5.01,20.67,KPX케미칼
2021.12,10208.0,447.0,492.0,4.38,4.82,8.83,34.44,144.7,2225.74,9946.0,5.39,119120.0,0.45,2750.0,5.13,27.17,KPX케미칼
2022.12(E),9412.0,461.0,459.0,4.9,4.88,7.66,,,,9215.0,5.22,125757.0,0.38,2750.0,,,KPX케미칼
2019.12,509,-20,-35,-3.85,-6.81,-4.19,5.08,1520.98,102.53,-43,-30.23,919,1.40,-,-,-,에이프로젠제약
2020.12,533,-26,189,-4.89,35.48,2.99,2.83,3759.37,149.33,35,38.01,1268,1.04,-,-,-,에이프로젠제약
2021.12,565.0,-38.0,92.0,-6.73,16.2,1.6,2.92,3472.71,153.85,20.0,44.52,1274.0,0.71,,,,에이프로젠제약
2022.12(E),,,,,,,,,,,,,,,,,에이프로젠제약
2019.12,15121.0,1263.0,1245.0,8.35,8.23,8.78,37.56,236.3,9308.41,3835.0,4.03,50552.0,0.31,500.0,3.24,12.12,SNT홀딩스
2020.12,14358.0,1271.0,779.0,8.85,5.42,4.62,40.37,209.29,10423.13,2294.0,6.5,57792.0,0.26,650.0,4.36,25.69,SNT홀딩스
2021.12,14041.0,1256.0,1518.0,8.94,10.81,8.56,33.27,256.24,11463.33,4736.0,3.72,65710.0,0.27,700.0,3.98,13.11,SNT홀딩스
2022.12(E),,,,,,,,,,,,,,,,,SNT홀딩스
2019.12,14259.0,1136.0,809.0,7.96,5.67,19.66,180.25,56.21,953.48,1066.0,11.17,6123.0,1.94,45.0,0.38,4.12,화승인더
2020.12,12988.0,824.0,499.0,6.34,3.84,10.94,128.53,70.94,1100.34,675.0,10.56,6622.0,1.08,188.0,2.64,26.81,화승인더
2021.12,13655.0,171.0,-42.0,1.26,-0.31,-0.59,157.93,56.83,1052.36,-38.0,-161.14,6826.0,0.89,188.0,3.08,-471.45,화승인더
2022.12(E),,,,,,,,,,,,,,,,,화승인더
2019.12,13297.0,496.0,871.0,3.73,6.55,30.57,152.65,37.35,681.88,10553.0,1.52,43195.0,0.37,150.0,0.94,1.34,사조대림
2020.12,17181.0,494.0,362.0,2.88,2.1,10.02,148.91,46.56,768.15,3691.0,4.42,48630.0,0.34,200.0,1.23,4.35,사조대림
2021.12,18137.0,1023.0,666.0,5.64,3.67,16.06,119.61,46.98,909.2,6840.0,3.69,57550.0,0.44,300.0,1.19,3.52,사조대림
2022.12(E),,,,,,,,,,,,,,,,,사조대림
2019.12,1644.0,138.0,132.0,8.41,8.02,8.3,35.01,302.03,1309.81,924.0,30.23,12686.0,2.2,300.0,1.07,36.4,일진다이아
2020.12,1687.0,91.0,73.0,5.39,4.3,2.88,31.37,302.46,1322.71,367.0,130.57,12792.0,3.74,300.0,0.63,81.75,일진다이아
2021.12,1877.0,91.0,108.0,4.85,5.76,2.86,19.94,659.13,2931.02,597.0,50.83,28934.0,1.05,400.0,1.32,66.98,일진다이아
2022.12(E),,,,,,,,,,,,,,,,,일진다이아
2019.12,5370.0,-129.0,-125.0,-2.4,-2.34,-3.13,46.03,89.76,834.79,-330.0,-6.06,10406.0,0.19,60.0,3.01,-18.23,휴스틸
2020.12,3656.0,177.0,86.0,4.83,2.36,2.13,45.76,107.6,857.12,227.0,6.43,10876.0,0.13,40.0,2.74,15.42,휴스틸
2021.12,6165.0,632.0,380.0,10.25,6.16,7.3,51.97,98.95,932.9,987.0,2.95,15984.0,0.18,160.0,5.5,16.51,휴스틸
2022.12(E),,,,,,,,,,,,,,,,,휴스틸
2019.12,3353.0,69.0,224.0,2.05,6.7,12.68,63.08,96.2,1470.37,935.0,7.14,8003.0,0.83,150.0,2.25,15.71,유니퀘스트
2020.12,4028.0,90.0,205.0,2.24,5.1,10.8,60.54,109.59,1636.2,878.0,16.75,8610.0,1.71,125.0,0.85,13.96,유니퀘스트
2021.12,5910.0,245.0,604.0,4.15,10.22,23.53,58.94,98.68,2069.47,2289.0,5.29,11339.0,1.07,300.0,2.48,12.76,유니퀘스트
2022.12(E),,,,,,,,,,,,,,,,,유니퀘스트
2019.12,9767.0,582.0,413.0,5.96,4.23,5.36,880.08,,46.93,427.0,5.37,8153.0,0.28,70.0,3.06,16.4,유진투자증권
2020.12,14706.0,1013.0,754.0,6.89,5.13,9.11,1064.69,,62.0,778.0,5.07,9220.0,0.43,120.0,3.04,14.93,유진투자증권
2021.12,13707.0,1170.0,907.0,8.54,6.62,9.93,854.97,,79.78,936.0,3.84,10239.0,0.35,140.0,3.89,14.49,유진투자증권
2022.12(E),,,,,,,,,,,,,,,,,유진투자증권
2019.12,243942.0,4201.0,654.0,1.72,0.27,1.01,151.41,42.32,2119.87,561.0,169.84,55803.0,1.71,225.0,0.41,35.73,S-Oil우
2020.12,168297.0,-10991.0,-7961.0,-6.53,-4.73,-13.07,176.12,42.71,1841.16,-6827.0,-10.14,48810.0,1.42,25.0,0.06,-0.01,S-Oil우
2021.12,274639.0,21409.0,13785.0,7.8,5.02,21.76,167.5,56.68,2286.44,11822.0,7.25,60024.0,1.43,3825.0,6.98,32.1,S-Oil우
2022.12(E),426522.0,45546.0,30328.0,10.68,7.11,37.1,,,,25941.0,3.27,80025.0,1.06,8196.0,,,S-Oil우
2019.12,4689.0,320.0,62.0,6.83,1.33,4.9,132.43,88.88,967.04,282.0,31.9,5987.0,1.5,100.0,1.11,34.68,백산
2020.12,3831.0,40.0,-164.0,1.03,-4.29,-11.97,137.76,96.63,830.76,-650.0,-8.52,5126.0,1.08,100.0,1.8,-15.04,백산
2021.12,3711.0,232.0,191.0,6.26,5.16,14.37,124.58,99.36,967.45,792.0,10.39,6016.0,1.37,100.0,1.22,12.63,백산
2022.12(E),4917.0,468.0,397.0,9.53,8.08,24.09,,,,1633.0,5.81,7770.0,1.22,100.0,,,백산
2019.12,1832,174,129,9.52,7.02,4.67,24.50,65.87,61.24,95,56.29,2736,1.95,,,-,이월드
2020.12,1315,-141,-154,-10.71,-11.72,-4.11,23.50,24.55,42.38,-109,-29.34,2564,1.24,-,-,-,이월드
2021.12,1258.0,19.0,-138.0,1.54,-10.98,-4.59,81.36,16.0,26.62,-97.0,-27.52,1689.0,1.59,,,,이월드
2022.12(E),,,,,,,,,,,,,,,,,이월드
2019.12,9727.0,634.0,758.0,6.52,7.79,5.55,22.66,169.06,2894.92,8130.0,6.69,154553.0,0.35,2600.0,4.78,30.93,KPX홀딩스
2020.12,9532.0,791.0,1941.0,8.3,20.36,20.0,27.08,150.5,3571.67,33268.0,1.82,189480.0,0.32,3100.0,5.13,9.01,KPX홀딩스
2021.12,12387.0,541.0,823.0,4.37,6.65,5.79,32.53,130.0,3826.65,10928.0,5.81,208904.0,0.3,3000.0,4.72,25.54,KPX홀딩스
2022.12(E),,,,,,,,,,,,,,,,,KPX홀딩스
2019.12,223525.0,8969.0,1910.0,4.01,0.85,3.16,177.18,64.49,6220.8,9312.0,27.12,304614.0,0.83,3550.0,3.26,36.81,CJ제일제당 우
2020.12,242457.0,13596.0,7864.0,5.61,3.24,13.5,151.93,72.76,6940.18,41851.0,9.1,329172.0,1.16,4050.0,2.42,9.36,CJ제일제당 우
2021.12,262892.0,15244.0,8924.0,5.8,3.4,10.76,148.51,61.09,7393.5,37413.0,10.36,381542.0,1.02,5050.0,2.85,13.08,CJ제일제당 우
2022.12(E),294031.0,17929.0,9781.0,6.1,3.33,11.4,,,,45280.0,8.88,430672.0,0.93,5250.0,,,CJ제일제당 우
2019.12,9339.0,235.0,170.0,2.51,1.82,2.25,32.28,166.41,8705.68,10055.0,14.67,461851.0,0.32,2000.0,1.36,19.36,대한제분
2020.12,9702.0,230.0,208.0,2.37,2.15,2.7,38.95,143.99,8955.25,12322.0,13.47,474227.0,0.35,2000.0,1.2,15.8,대한제분
2021.12,11113.0,250.0,873.0,2.25,7.85,10.53,50.08,92.71,10303.25,51724.0,2.99,534606.0,0.29,2500.0,1.62,4.71,대한제분
2022.12(E),,,,,,,,,,,,,,,,,대한제분
2019.12,5203.0,260.0,171.0,4.99,3.28,12.07,123.08,67.37,838.77,523.0,15.33,4591.0,1.75,180.0,2.24,34.4,LS전선아시아
2020.12,5796.0,161.0,83.0,2.77,1.43,5.35,179.77,68.84,850.52,239.0,32.53,4410.0,1.76,200.0,2.57,82.53,LS전선아시아
2021.12,7506.0,282.0,159.0,3.76,2.11,10.21,187.3,63.37,907.02,479.0,16.54,5107.0,1.55,240.0,3.03,49.41,LS전선아시아
2022.12(E),8535.0,336.0,181.0,3.94,2.12,10.68,,,,555.0,13.33,5426.0,1.36,240.0,,,LS전선아시아
2019.12,404,-154,-343,-38.15,-85.09,-87.65,155.81,84.14,135.63,-1088,-7.16,1232,6.33,,,-,이엔플러스
2020.12,274,-83,-141,-30.36,-51.34,-27.80,63.14,52.03,152.55,-362,-9.92,1312,2.74,,,-,이엔플러스
2021.12,554,-19,-195,-3.46,-35.29,-30.57,42.05,135.84,172.02,-402,-11.91,1405,3.41,,,-,이엔플러스
2022.12(E),,,,,,,,,,,,,,,,,이엔플러스
2019.12,22913.0,2251.0,1300.0,9.83,5.67,5.96,100.86,113.27,3525.24,1037.0,5.84,18356.0,0.33,80.0,1.32,7.61,넥센
2020.12,19685.0,623.0,8.0,3.17,0.04,1.05,107.67,113.84,3575.29,190.0,24.31,18783.0,0.25,85.0,1.84,43.89,넥센
2021.12,24039.0,336.0,294.0,1.4,1.22,2.68,116.0,92.3,3699.61,505.0,9.04,19877.0,0.23,100.0,2.19,19.22,넥센
2022.12(E),,,,,,,,,,,,,,,,,넥센
2019.12,3812.0,375.0,502.0,9.85,13.18,9.18,392.65,,64.44,710.0,3.3,8098.0,0.29,150.0,6.4,58.5,다올투자증권
2020.12,5311.0,665.0,760.0,12.52,14.3,13.04,639.19,,67.55,1103.0,2.89,9250.0,0.34,150.0,4.7,35.2,다올투자증권
2021.12,7799.0,1482.0,1761.0,19.01,22.58,26.35,853.75,,175.54,2459.0,2.11,11102.0,0.47,250.0,4.82,29.69,다올투자증권
2022.12(E),,2080.0,1790.0,,,,,,,2080.0,1.79,,,350.0,,,다올투자증권
2019.12,6100.0,360.0,274.0,5.9,4.49,5.8,204.8,,714.47,2055.0,10.14,54507.0,0.38,1200.0,5.76,39.42,부국증권
2020.12,8659.0,772.0,606.0,8.91,6.99,11.58,186.83,,826.56,4529.0,4.7,62998.0,0.34,1200.0,5.63,17.89,부국증권
2021.12,7411.0,1016.0,774.0,13.71,10.44,12.68,149.98,,973.31,5786.0,4.23,74017.0,0.33,1600.0,6.54,18.61,부국증권
2022.12(E),,,,,,,,,,,,,,,,,부국증권
2019.12,2511,41,-1,1.62,-0.03,-0.05,86.57,102.58,1289.73,-1,-1702.02,2252,0.87,-,-,-,금호에이치티
2020.12,2196,-47,-98,-2.15,-4.47,-4.85,54.30,103.05,275.15,-105,-25.21,1876,1.41,,,-,금호에이치티
2021.12,2340.0,65.0,-178.0,2.79,-7.61,-6.25,30.78,132.74,271.51,-127.0,-16.6,1855.0,1.14,,,,금호에이치티
2022.12(E),,,,,,,,,,,,,,,,,금호에이치티
2019.12,4544,122,-68,2.69,-1.49,-3.55,170.26,39.64,441.99,-98,-28.15,2755,1.00,-,-,-,알루코
2020.12,4953,248,-319,5.00,-6.45,-7.24,167.82,53.26,388.14,-189,-25.01,2427,1.95,-,-,-,알루코
2021.12,5056.0,167.0,24.0,3.3,0.48,1.93,166.57,60.85,402.06,49.0,69.88,2537.0,1.34,,,,알루코
2022.12(E),,,,,,,,,,,,,,,,,알루코
2019.12,4372.0,129.0,50.0,2.94,1.15,4.42,168.92,42.93,382.91,215.0,12.4,5181.0,0.51,29.0,1.07,12.68,TCC스틸
2020.12,4318.0,10.0,-17.0,0.22,-0.39,-1.3,153.25,57.59,383.08,-65.0,-81.98,5054.0,1.05,15.0,0.28,-22.45,TCC스틸
2021.12,5367.0,256.0,287.0,4.77,5.35,21.49,136.42,91.79,476.19,1226.0,7.9,6507.0,1.49,150.0,1.55,12.08,TCC스틸
2022.12(E),6740.0,510.0,340.0,7.57,5.04,20.55,,,,1418.0,6.17,7336.0,1.19,150.0,,,TCC스틸
2019.12,8962.0,317.0,224.0,3.53,2.5,4.52,130.13,106.58,515.87,255.0,19.86,6240.0,0.81,100.0,1.97,36.49,일진홀딩스
2020.12,9340.0,276.0,168.0,2.95,1.8,3.51,122.99,87.72,520.23,205.0,27.13,6299.0,0.88,100.0,1.8,45.47,일진홀딩스
2021.12,11901.0,387.0,333.0,3.25,2.8,5.68,82.13,134.51,775.23,407.0,13.47,9069.0,0.6,150.0,2.74,34.36,일진홀딩스
2022.12(E),,,,,,,,,,,,,,,,,일진홀딩스
2019.12,783,-47,-112,-6.02,-14.30,-48.48,281.29,23.91,-40.11,-906,-4.63,1606,2.61,,,-,에스엠벡셀
2020.12,707,-40,-111,-5.63,-15.63,-76.57,568.59,20.98,-70.83,-916,-1.67,789,1.94,-,-,-,에스엠벡셀
2021.12,731,-82,-166,-11.20,-22.72,,47.84,60.21,-1.18,-654,-2.34,494,3.10,,,-,에스엠벡셀
2022.12(E),,,,,,,,,,,,,,,,,에스엠벡셀
2019.12,4028,-214,-692,-5.30,-17.18,-11.96,126.00,73.50,50.42,-878,-2.63,7065,0.33,-,-,-,LS네트웍스
2020.12,3349,-323,-247,-9.64,-7.37,-4.87,149.06,26.62,44.16,-313,-8.59,6711,0.40,-,-,-,LS네트웍스
2021.12,3905.0,43.0,601.0,1.1,15.39,11.48,136.51,98.01,59.49,762.0,3.95,7533.0,0.4,,,,LS네트웍스
2022.12(E),,,,,,,,,,,,,,,,,LS네트웍스
2019.12,4560.0,185.0,107.0,4.06,2.34,5.44,45.43,181.52,2288.63,620.0,17.35,12175.0,0.88,200.0,1.86,30.71,신세계 I&C
2020.12,4803.0,300.0,696.0,6.25,14.49,33.89,34.23,192.06,3055.19,4045.0,3.1,18146.0,0.69,250.0,1.99,4.18,신세계 I&C
2021.12,5261.0,355.0,390.0,6.75,7.41,16.0,28.17,225.11,3576.56,2268.0,8.75,21018.0,0.94,250.0,1.26,8.43,신세계 I&C
2022.12(E),,,,,,,,,,,,,,,,,신세계 I&C
2019.12,42634.0,435.0,164.0,1.02,0.39,5.07,322.7,97.56,655.44,1236.0,14.48,26881.0,0.67,600.0,3.35,46.44,현대코퍼레이션
2020.12,28809.0,332.0,494.0,1.15,1.71,15.09,287.66,126.48,717.58,3727.0,4.28,26064.0,0.61,600.0,3.76,14.62,현대코퍼레이션
2021.12,37825.0,351.0,380.0,0.93,1.0,11.21,370.57,102.79,762.36,2857.0,5.88,30061.0,0.56,600.0,3.57,19.07,현대코퍼레이션
2022.12(E),61252.0,722.0,847.0,1.18,1.38,20.58,,,,6365.0,2.56,38078.0,0.43,633.0,,,현대코퍼레이션
2019.12,180416.0,12286.0,4331.0,6.81,2.4,23.52,327.74,50.61,1602.57,18218.0,3.86,87780.0,0.8,5250.0,8.51,23.78,두산우
2020.12,114285.0,-204.0,-9639.0,-0.18,-8.43,-34.34,288.91,54.08,1818.42,-25839.0,-2.03,93238.0,0.56,2050.0,4.79,-3.6,두산우
2021.12,132042.0,9459.0,6567.0,7.16,4.97,11.08,206.1,61.22,2186.51,9892.0,11.93,121631.0,0.97,2050.0,2.56,,두산우
2022.12(E),162265.0,11225.0,1950.0,6.92,1.2,5.98,,,,6048.0,13.81,121627.0,0.69,2167.0,,,두산우
2019.12,2524.0,130.0,-59.0,5.13,-2.34,-3.13,40.68,86.09,2359.34,-358.0,-30.43,10245.0,1.06,350.0,3.21,-97.7,HDC랩스
2020.12,2604.0,153.0,157.0,5.88,6.02,9.42,33.0,264.51,2012.41,952.0,11.03,10866.0,0.97,400.0,3.81,38.51,HDC랩스
2021.12,2746.0,97.0,91.0,3.52,3.31,4.23,54.77,212.65,2086.86,527.0,23.14,11102.0,1.1,450.0,3.69,118.51,HDC랩스
2022.12(E),,,,,,,,,,,,,,,,,HDC랩스
2019.12,2047.0,120.0,100.0,5.84,4.88,8.58,35.82,179.0,1446.9,638.0,6.67,7864.0,0.54,150.0,3.53,22.99,한농화성
2020.12,2083.0,137.0,130.0,6.6,6.24,10.34,30.97,184.47,1581.72,830.0,10.72,8556.0,1.04,180.0,2.02,21.2,한농화성
2021.12,2688.0,195.0,197.0,7.27,7.33,14.14,46.89,128.08,1799.14,1260.0,12.94,9658.0,1.69,230.0,1.41,17.86,한농화성
2022.12(E),,,,,,,,,,,,,,,,,한농화성
2019.12,528.0,22.0,16.0,4.11,3.06,2.01,16.04,342.54,401.08,50.0,33.55,2548.0,0.66,15.0,0.9,29.52,한신기계
2020.12,516.0,39.0,35.0,7.51,6.7,4.24,15.63,419.06,417.76,107.0,15.28,2675.0,0.61,35.0,2.15,31.14,한신기계
2021.12,544.0,52.0,41.0,9.49,7.52,4.86,17.53,358.4,437.34,126.0,28.89,2791.0,1.3,45.0,1.24,33.89,한신기계
2022.12(E),,,,,,,,,,,,,,,,,한신기계
2019.09,1319.0,21.0,57.0,1.6,4.35,3.01,24.78,96.61,859.57,133.0,14.96,4843.0,0.41,40.0,2.0,27.71,방림
2020.09,1165.0,-13.0,51.0,-1.15,4.39,2.62,23.39,137.89,874.02,118.0,16.33,4943.0,0.39,35.0,1.82,27.14,방림
2021.09,1310.0,64.0,74.0,4.85,5.68,3.79,28.67,140.15,905.69,175.0,14.87,5145.0,0.51,45.0,1.73,23.52,방림
2022.09(E),,,,,,,,,,,,,,,,,방림
2019.12,5196.0,108.0,256.0,2.07,4.92,8.91,63.57,106.11,1372.94,706.0,8.08,8186.0,0.7,370.0,6.48,51.77,태경산업
2020.12,4306.0,159.0,87.0,3.69,2.02,1.59,56.62,108.31,1375.17,128.0,46.07,8167.0,0.72,240.0,4.07,183.13,태경산업
2021.12,5168.0,406.0,283.0,7.85,5.47,7.28,51.69,109.63,1480.8,617.0,10.86,9293.0,0.72,270.0,4.03,42.29,태경산업
2022.12(E),,,,,,,,,,,,,,,,,태경산업
2019.12,4730.0,275.0,339.0,5.81,7.17,10.78,117.64,75.21,4986.99,2538.0,8.93,24757.0,0.91,275.0,1.21,10.84,한독
2020.12,5036.0,284.0,270.0,5.63,5.36,7.47,114.46,102.7,5259.21,1959.0,17.0,27704.0,1.2,300.0,0.9,15.32,한독
2021.12,5176.0,280.0,33.0,5.41,0.64,0.86,119.16,85.04,5321.32,239.0,95.24,27900.0,0.82,350.0,1.53,146.21,한독
2022.12(E),,,,,,,,,,,,,,,,,한독
2019.12,7.0,-21.0,676.0,-280.88,9174.18,6.7,14.26,301.96,2546.85,832.0,12.57,14929.0,0.7,300.0,2.87,32.33,대덕
2020.12,34.0,-41.0,1472.0,-121.2,4378.76,17.88,21.73,189.1,6181.24,2991.0,2.33,17300.0,0.4,300.0,4.3,7.16,대덕
2021.12,13717.0,672.0,547.0,4.9,3.99,-0.39,25.57,218.23,3372.56,-66.0,-121.73,16976.0,0.47,300.0,3.72,-453.35,대덕
2022.12(E),,,,,,,,,,,,,,,,,대덕
2019.12,5119.0,653.0,570.0,12.75,11.14,11.92,34.14,264.23,6629.59,3591.0,5.19,36144.0,0.52,250.0,1.34,6.39,케이씨
2020.12,5764.0,761.0,574.0,13.2,9.96,9.19,32.54,248.32,7615.26,3534.0,7.82,47636.0,0.58,300.0,1.08,7.79,케이씨
2021.12,5538.0,655.0,638.0,11.82,11.51,8.28,29.07,247.16,8326.56,3854.0,5.93,53832.0,0.42,300.0,1.31,7.14,케이씨
2022.12(E),,,,,,,,,,,,,,,,,케이씨
2019.12,2312.0,528.0,234.0,22.82,10.13,8.79,240.65,31.74,2224.01,1009.0,7.66,12508.0,0.62,270.0,3.49,25.92,KSS해운
2020.12,2262.0,507.0,131.0,22.43,5.8,4.78,297.81,25.75,2291.17,566.0,18.28,11968.0,0.86,300.0,2.9,51.33,KSS해운
2021.12,3240.0,581.0,561.0,17.93,17.31,18.34,321.86,13.15,2709.45,2418.0,4.9,15261.0,0.78,350.0,2.95,14.02,KSS해운
2022.12(E),4126.0,671.0,531.0,16.26,12.87,14.44,,,,2298.0,4.0,17389.0,0.53,350.0,,,KSS해운
2019.12,7354.0,182.0,-144.0,2.48,-1.96,-3.13,134.51,52.54,1455.74,-2557.0,-14.59,80809.0,0.46,150.0,0.4,-5.8,사조산업
2020.12,6219.0,219.0,121.0,3.52,1.95,1.85,116.1,58.98,1455.06,1480.0,21.09,80618.0,0.39,200.0,0.64,13.37,사조산업
2021.12,5904.0,492.0,553.0,8.34,9.37,10.57,96.88,56.83,1642.73,8967.0,5.28,90026.0,0.53,300.0,0.63,3.34,사조산업
2022.12(E),,,,,,,,,,,,,,,,,사조산업
2019.12,10140.0,401.0,203.0,3.96,2.0,6.72,196.82,48.38,2604.89,899.0,10.45,13439.0,0.7,50.0,0.53,5.56,선진
2020.12,13481.0,1076.0,852.0,7.98,6.32,24.25,191.56,50.88,3136.89,3516.0,3.21,15558.0,0.73,100.0,0.88,2.84,선진
2021.12,17183.0,863.0,424.0,5.02,2.47,10.96,181.46,55.62,3478.63,1804.0,6.38,17371.0,0.66,100.0,0.87,5.54,선진
2022.12(E),,,,,,,,,,,,,,,,,선진
2019.12,7281.0,60.0,-279.0,0.83,-3.83,-20.0,265.83,64.11,244.6,-407.0,-14.74,1494.0,4.02,82.0,1.37,-20.2,JW홀딩스
2020.12,7815.0,373.0,34.0,4.78,0.43,8.46,243.32,51.07,250.92,129.0,44.02,1553.0,3.65,85.0,1.5,65.83,JW홀딩스
2021.12,7889.0,687.0,44.0,8.71,0.56,-2.74,249.64,60.3,225.94,-39.0,-86.97,1356.0,2.53,87.0,2.55,-216.34,JW홀딩스
2022.12(E),,,,,,,,,,,,,,,,,JW홀딩스
2019.12,7074.0,208.0,174.0,2.94,2.46,4.43,157.18,42.9,195.88,690.0,10.11,16107.0,0.43,150.0,2.15,21.59,성신양회
2020.12,7223.0,212.0,101.0,2.93,1.4,2.53,167.6,44.44,200.88,404.0,18.14,16373.0,0.45,150.0,2.05,36.94,성신양회
2021.12,8335.0,300.0,65.0,3.6,0.78,1.57,170.91,50.17,205.29,255.0,64.89,16637.0,0.99,200.0,1.21,77.74,성신양회
2022.12(E),9523.0,346.0,120.0,3.64,1.26,2.83,,,,467.0,17.48,16921.0,0.48,200.0,,,성신양회
2019.12,42682,444,384,1.04,0.90,5.51,1676.58,,118.51,590,5.20,10926,0.28,-,-,-,흥국화재
2020.12,44930,259,227,0.58,0.51,3.16,1725.33,,122.14,349,8.12,11107,0.25,-,-,-,흥국화재
2021.12,45146.0,771.0,620.0,1.71,1.37,8.77,1892.66,,111.97,952.0,3.78,10599.0,0.34,,,,흥국화재
2022.12(E),,,,,,,,,,,,,,,,,흥국화재
2019.12,11830.0,576.0,629.0,4.87,5.32,5.58,17.31,209.35,3409.24,2408.0,5.31,53446.0,0.24,280.0,2.19,9.62,KISCO홀딩스
2020.12,10646.0,827.0,365.0,7.77,3.43,4.16,17.21,417.6,3556.89,1869.0,7.6,56231.0,0.25,300.0,2.11,13.03,KISCO홀딩스
2021.12,15808.0,2007.0,1784.0,12.7,11.28,12.69,18.82,316.9,4103.02,6155.0,2.36,68463.0,0.21,400.0,2.75,4.87,KISCO홀딩스
2022.12(E),,,,,,,,,,,,,,,,,KISCO홀딩스
2019.12,2531.0,111.0,82.0,4.39,3.25,5.26,28.5,175.73,12232.05,615.0,20.39,12408.0,1.01,500.0,3.98,77.4,제이에스코퍼레이션
2020.12,4028.0,79.0,23.0,1.97,0.58,1.54,234.71,41.12,12030.72,177.0,42.45,12206.0,0.62,450.0,5.98,236.44,제이에스코퍼레이션
2021.12,9870.0,610.0,483.0,6.18,4.89,27.4,173.56,54.87,15412.53,3619.0,5.91,16003.0,1.34,600.0,2.8,15.64,제이에스코퍼레이션
2022.12(E),,,,,,,,,,,,,,,,,제이에스코퍼레이션
